,role_0,role_1,role_2,role_3
590721,0.25,0.25,0.25,0.25
590729,0.25,0.25,0.25,0.25
590732,0.25,0.25,0.25,0.25
590741,0.25,0.25,0.25,0.25
590743,0.25,0.25,0.25,0.25
590744,0.25,0.25,0.25,0.25
590749,0.25,0.25,0.25,0.25
590768,0.25,0.25,0.25,0.25
590776,0.25,0.25,0.25,0.25
590813,0.25,0.25,0.25,0.25
590820,0.25,0.25,0.25,0.25
590826,0.25,0.25,0.25,0.25
590828,0.25,0.25,0.25,0.25
590832,0.25,0.25,0.25,0.25
590854,0.25,0.25,0.25,0.25
590858,0.25,0.25,0.25,0.25
590863,0.25,0.25,0.25,0.25
590871,0.25,0.25,0.25,0.25
590876,0.25,0.25,0.25,0.25
590890,0.25,0.25,0.25,0.25
590944,0.25,0.25,0.25,0.25
590952,0.25,0.25,0.25,0.25
590970,0.25,0.25,0.25,0.25
590973,0.25,0.25,0.25,0.25
590975,0.25,0.25,0.25,0.25
590994,0.25,0.25,0.25,0.25
590999,0.25,0.25,0.25,0.25
591003,0.25,0.25,0.25,0.25
591009,0.25,0.25,0.25,0.25
591063,0.25,0.25,0.25,0.25
591083,0.25,0.25,0.25,0.25
591104,0.25,0.25,0.25,0.25
591107,0.25,0.25,0.25,0.25
591120,0.25,0.25,0.25,0.25
591125,0.25,0.25,0.25,0.25
591128,0.25,0.25,0.25,0.25
591143,0.25,0.25,0.25,0.25
591164,0.25,0.25,0.25,0.25
591172,0.25,0.25,0.25,0.25
591188,0.25,0.25,0.25,0.25
591210,0.25,0.25,0.25,0.25
591214,0.25,0.25,0.25,0.25
591217,0.25,0.25,0.25,0.25
591222,0.25,0.25,0.25,0.25
591245,0.25,0.25,0.25,0.25
591252,0.25,0.25,0.25,0.25
591270,0.25,0.25,0.25,0.25
591273,0.25,0.25,0.25,0.25
591278,0.25,0.25,0.25,0.25
591279,0.25,0.25,0.25,0.25
591291,0.25,0.25,0.25,0.25
591294,0.25,0.25,0.25,0.25
591298,0.25,0.25,0.25,0.25
591301,0.25,0.25,0.25,0.25
591303,0.25,0.25,0.25,0.25
591305,0.25,0.25,0.25,0.25
591379,0.25,0.25,0.25,0.25
591390,0.25,0.25,0.25,0.25
591395,0.25,0.25,0.25,0.25
591398,0.25,0.25,0.25,0.25
591407,0.25,0.25,0.25,0.25
591409,0.25,0.25,0.25,0.25
591432,0.25,0.25,0.25,0.25
591435,0.25,0.25,0.25,0.25
591436,0.25,0.25,0.25,0.25
591438,0.25,0.25,0.25,0.25
591446,0.25,0.25,0.25,0.25
591454,0.25,0.25,0.25,0.25
591487,0.25,0.25,0.25,0.25
591501,0.25,0.25,0.25,0.25
591507,0.25,0.25,0.25,0.25
591514,0.25,0.25,0.25,0.25
591515,0.25,0.25,0.25,0.25
591524,0.25,0.25,0.25,0.25
591538,0.25,0.25,0.25,0.25
591543,0.25,0.25,0.25,0.25
591558,0.25,0.25,0.25,0.25
591567,0.25,0.25,0.25,0.25
591572,0.25,0.25,0.25,0.25
591582,0.25,0.25,0.25,0.25
591600,0.25,0.25,0.25,0.25
591627,0.25,0.25,0.25,0.25
591646,0.25,0.25,0.25,0.25
591653,0.25,0.25,0.25,0.25
591657,0.25,0.25,0.25,0.25
591658,0.25,0.25,0.25,0.25
591673,0.25,0.25,0.25,0.25
591700,0.25,0.25,0.25,0.25
591711,0.25,0.25,0.25,0.25
591725,0.25,0.25,0.25,0.25
591733,0.25,0.25,0.25,0.25
591734,0.25,0.25,0.25,0.25
591744,0.25,0.25,0.25,0.25
591753,0.25,0.25,0.25,0.25
591768,0.25,0.25,0.25,0.25
591792,0.25,0.25,0.25,0.25
591807,0.25,0.25,0.25,0.25
591824,0.25,0.25,0.25,0.25
591829,0.25,0.25,0.25,0.25
591851,0.25,0.25,0.25,0.25
591856,0.25,0.25,0.25,0.25
591857,0.25,0.25,0.25,0.25
591872,0.25,0.25,0.25,0.25
591873,0.25,0.25,0.25,0.25
591875,0.25,0.25,0.25,0.25
591877,0.25,0.25,0.25,0.25
591886,0.25,0.25,0.25,0.25
591890,0.25,0.25,0.25,0.25
591893,0.25,0.25,0.25,0.25
591904,0.25,0.25,0.25,0.25
591908,0.25,0.25,0.25,0.25
591910,0.25,0.25,0.25,0.25
591924,0.25,0.25,0.25,0.25
591930,0.25,0.25,0.25,0.25
591937,0.25,0.25,0.25,0.25
591950,0.25,0.25,0.25,0.25
591982,0.25,0.25,0.25,0.25
591997,0.25,0.25,0.25,0.25
592011,0.25,0.25,0.25,0.25
592024,0.25,0.25,0.25,0.25
592034,0.25,0.25,0.25,0.25
592047,0.25,0.25,0.25,0.25
592056,0.25,0.25,0.25,0.25
592063,0.25,0.25,0.25,0.25
592064,0.25,0.25,0.25,0.25
592078,0.25,0.25,0.25,0.25
592079,0.25,0.25,0.25,0.25
592091,0.25,0.25,0.25,0.25
592095,0.25,0.25,0.25,0.25
592097,0.25,0.25,0.25,0.25
592104,0.25,0.25,0.25,0.25
592105,0.25,0.25,0.25,0.25
592127,0.25,0.25,0.25,0.25
592131,0.25,0.25,0.25,0.25
592138,0.25,0.25,0.25,0.25
592143,0.25,0.25,0.25,0.25
592165,0.25,0.25,0.25,0.25
592168,0.25,0.25,0.25,0.25
592177,0.25,0.25,0.25,0.25
592189,0.25,0.25,0.25,0.25
592194,0.25,0.25,0.25,0.25
592199,0.25,0.25,0.25,0.25
592210,0.25,0.25,0.25,0.25
592219,0.25,0.25,0.25,0.25
592220,0.25,0.25,0.25,0.25
592247,0.25,0.25,0.25,0.25
592250,0.25,0.25,0.25,0.25
592264,0.25,0.25,0.25,0.25
592275,0.25,0.25,0.25,0.25
592284,0.25,0.25,0.25,0.25
592286,0.25,0.25,0.25,0.25
592295,0.25,0.25,0.25,0.25
592306,0.25,0.25,0.25,0.25
592310,0.25,0.25,0.25,0.25
592318,0.25,0.25,0.25,0.25
592328,0.25,0.25,0.25,0.25
592339,0.25,0.25,0.25,0.25
592344,0.25,0.25,0.25,0.25
592347,0.25,0.25,0.25,0.25
592348,0.25,0.25,0.25,0.25
592350,0.25,0.25,0.25,0.25
592365,0.25,0.25,0.25,0.25
592371,0.25,0.25,0.25,0.25
592375,0.25,0.25,0.25,0.25
592382,0.25,0.25,0.25,0.25
592392,0.25,0.25,0.25,0.25
592393,0.25,0.25,0.25,0.25
592402,0.25,0.25,0.25,0.25
592406,0.25,0.25,0.25,0.25
592418,0.25,0.25,0.25,0.25
592419,0.25,0.25,0.25,0.25
592420,0.25,0.25,0.25,0.25
592427,0.25,0.25,0.25,0.25
592431,0.25,0.25,0.25,0.25
592432,0.25,0.25,0.25,0.25
592451,0.25,0.25,0.25,0.25
592464,0.25,0.25,0.25,0.25
592476,0.25,0.25,0.25,0.25
592496,0.25,0.25,0.25,0.25
592498,0.25,0.25,0.25,0.25
592502,0.25,0.25,0.25,0.25
592504,0.25,0.25,0.25,0.25
592531,0.25,0.25,0.25,0.25
592549,0.25,0.25,0.25,0.25
592558,0.25,0.25,0.25,0.25
592566,0.25,0.25,0.25,0.25
592575,0.25,0.25,0.25,0.25
592582,0.25,0.25,0.25,0.25
592589,0.25,0.25,0.25,0.25
592594,0.25,0.25,0.25,0.25
592597,0.25,0.25,0.25,0.25
592637,0.25,0.25,0.25,0.25
592654,0.25,0.25,0.25,0.25
592666,0.25,0.25,0.25,0.25
592669,0.25,0.25,0.25,0.25
592688,0.25,0.25,0.25,0.25
592690,0.25,0.25,0.25,0.25
592710,0.25,0.25,0.25,0.25
592737,0.25,0.25,0.25,0.25
592773,0.25,0.25,0.25,0.25
592776,0.25,0.25,0.25,0.25
592780,0.25,0.25,0.25,0.25
592781,0.25,0.25,0.25,0.25
592783,0.25,0.25,0.25,0.25
592785,0.25,0.25,0.25,0.25
592786,0.25,0.25,0.25,0.25
592794,0.25,0.25,0.25,0.25
592805,0.25,0.25,0.25,0.25
592811,0.25,0.25,0.25,0.25
592835,0.25,0.25,0.25,0.25
592849,0.25,0.25,0.25,0.25
592861,0.25,0.25,0.25,0.25
592870,0.25,0.25,0.25,0.25
592875,0.25,0.25,0.25,0.25
592885,0.25,0.25,0.25,0.25
592891,0.25,0.25,0.25,0.25
592897,0.25,0.25,0.25,0.25
592902,0.25,0.25,0.25,0.25
592910,0.25,0.25,0.25,0.25
592927,0.25,0.25,0.25,0.25
592930,0.25,0.25,0.25,0.25
592944,0.25,0.25,0.25,0.25
592958,0.25,0.25,0.25,0.25
592964,0.25,0.25,0.25,0.25
592973,0.25,0.25,0.25,0.25
592980,0.25,0.25,0.25,0.25
592982,0.25,0.25,0.25,0.25
593000,0.25,0.25,0.25,0.25
593014,0.25,0.25,0.25,0.25
593030,0.25,0.25,0.25,0.25
593032,0.25,0.25,0.25,0.25
593054,0.25,0.25,0.25,0.25
593060,0.25,0.25,0.25,0.25
593074,0.25,0.25,0.25,0.25
593080,0.25,0.25,0.25,0.25
593082,0.25,0.25,0.25,0.25
593094,0.25,0.25,0.25,0.25
593117,0.25,0.25,0.25,0.25
593122,0.25,0.25,0.25,0.25
593144,0.25,0.25,0.25,0.25
593176,0.25,0.25,0.25,0.25
593195,0.25,0.25,0.25,0.25
593198,0.25,0.25,0.25,0.25
593217,0.25,0.25,0.25,0.25
593230,0.25,0.25,0.25,0.25
593245,0.25,0.25,0.25,0.25
593268,0.25,0.25,0.25,0.25
593277,0.25,0.25,0.25,0.25
593284,0.25,0.25,0.25,0.25
593286,0.25,0.25,0.25,0.25
593289,0.25,0.25,0.25,0.25
593311,0.25,0.25,0.25,0.25
593313,0.25,0.25,0.25,0.25
593318,0.25,0.25,0.25,0.25
593334,0.25,0.25,0.25,0.25
593339,0.25,0.25,0.25,0.25
593342,0.25,0.25,0.25,0.25
593352,0.25,0.25,0.25,0.25
593358,0.25,0.25,0.25,0.25
593359,0.25,0.25,0.25,0.25
593386,0.25,0.25,0.25,0.25
593390,0.25,0.25,0.25,0.25
593413,0.25,0.25,0.25,0.25
593428,0.25,0.25,0.25,0.25
593443,0.25,0.25,0.25,0.25
593451,0.25,0.25,0.25,0.25
593454,0.25,0.25,0.25,0.25
593456,0.25,0.25,0.25,0.25
593479,0.25,0.25,0.25,0.25
593482,0.25,0.25,0.25,0.25
593498,0.25,0.25,0.25,0.25
593503,0.25,0.25,0.25,0.25
593508,0.25,0.25,0.25,0.25
593509,0.25,0.25,0.25,0.25
593511,0.25,0.25,0.25,0.25
593516,0.25,0.25,0.25,0.25
593539,0.25,0.25,0.25,0.25
593555,0.25,0.25,0.25,0.25
593557,0.25,0.25,0.25,0.25
593616,0.25,0.25,0.25,0.25
593622,0.25,0.25,0.25,0.25
593649,0.25,0.25,0.25,0.25
593665,0.25,0.25,0.25,0.25
593670,0.25,0.25,0.25,0.25
593673,0.25,0.25,0.25,0.25
593679,0.25,0.25,0.25,0.25
593680,0.25,0.25,0.25,0.25
593686,0.25,0.25,0.25,0.25
593692,0.25,0.25,0.25,0.25
593723,0.25,0.25,0.25,0.25
593729,0.25,0.25,0.25,0.25
593755,0.25,0.25,0.25,0.25
593759,0.25,0.25,0.25,0.25
593780,0.25,0.25,0.25,0.25
593782,0.25,0.25,0.25,0.25
593783,0.25,0.25,0.25,0.25
593787,0.25,0.25,0.25,0.25
593790,0.25,0.25,0.25,0.25
593795,0.25,0.25,0.25,0.25
593799,0.25,0.25,0.25,0.25
593815,0.25,0.25,0.25,0.25
593821,0.25,0.25,0.25,0.25
593822,0.25,0.25,0.25,0.25
593833,0.25,0.25,0.25,0.25
593841,0.25,0.25,0.25,0.25
593847,0.25,0.25,0.25,0.25
593848,0.25,0.25,0.25,0.25
593855,0.25,0.25,0.25,0.25
593865,0.25,0.25,0.25,0.25
593868,0.25,0.25,0.25,0.25
593899,0.25,0.25,0.25,0.25
593904,0.25,0.25,0.25,0.25
593910,0.25,0.25,0.25,0.25
593921,0.25,0.25,0.25,0.25
593923,0.25,0.25,0.25,0.25
593926,0.25,0.25,0.25,0.25
593936,0.25,0.25,0.25,0.25
593949,0.25,0.25,0.25,0.25
593969,0.25,0.25,0.25,0.25
593972,0.25,0.25,0.25,0.25
593974,0.25,0.25,0.25,0.25
593990,0.25,0.25,0.25,0.25
593994,0.25,0.25,0.25,0.25
593995,0.25,0.25,0.25,0.25
594007,0.25,0.25,0.25,0.25
594038,0.25,0.25,0.25,0.25
594042,0.25,0.25,0.25,0.25
594048,0.25,0.25,0.25,0.25
594051,0.25,0.25,0.25,0.25
594060,0.25,0.25,0.25,0.25
594077,0.25,0.25,0.25,0.25
594078,0.25,0.25,0.25,0.25
594085,0.25,0.25,0.25,0.25
594100,0.25,0.25,0.25,0.25
594110,0.25,0.25,0.25,0.25
594112,0.25,0.25,0.25,0.25
594117,0.25,0.25,0.25,0.25
594133,0.25,0.25,0.25,0.25
594138,0.25,0.25,0.25,0.25
594151,0.25,0.25,0.25,0.25
594159,0.25,0.25,0.25,0.25
594163,0.25,0.25,0.25,0.25
594179,0.25,0.25,0.25,0.25
594194,0.25,0.25,0.25,0.25
594196,0.25,0.25,0.25,0.25
594206,0.25,0.25,0.25,0.25
594215,0.25,0.25,0.25,0.25
594218,0.25,0.25,0.25,0.25
594229,0.25,0.25,0.25,0.25
594243,0.25,0.25,0.25,0.25
594248,0.25,0.25,0.25,0.25
594250,0.25,0.25,0.25,0.25
594265,0.25,0.25,0.25,0.25
594273,0.25,0.25,0.25,0.25
594275,0.25,0.25,0.25,0.25
594280,0.25,0.25,0.25,0.25
594283,0.25,0.25,0.25,0.25
594289,0.25,0.25,0.25,0.25
594291,0.25,0.25,0.25,0.25
594295,0.25,0.25,0.25,0.25
594296,0.25,0.25,0.25,0.25
594305,0.25,0.25,0.25,0.25
594306,0.25,0.25,0.25,0.25
594313,0.25,0.25,0.25,0.25
594320,0.25,0.25,0.25,0.25
594323,0.25,0.25,0.25,0.25
594330,0.25,0.25,0.25,0.25
594334,0.25,0.25,0.25,0.25
594356,0.25,0.25,0.25,0.25
594357,0.25,0.25,0.25,0.25
594368,0.25,0.25,0.25,0.25
594371,0.25,0.25,0.25,0.25
594378,0.25,0.25,0.25,0.25
594380,0.25,0.25,0.25,0.25
594390,0.25,0.25,0.25,0.25
594408,0.25,0.25,0.25,0.25
594433,0.25,0.25,0.25,0.25
594448,0.25,0.25,0.25,0.25
594475,0.25,0.25,0.25,0.25
594501,0.25,0.25,0.25,0.25
594513,0.25,0.25,0.25,0.25
594529,0.25,0.25,0.25,0.25
594541,0.25,0.25,0.25,0.25
594542,0.25,0.25,0.25,0.25
594544,0.25,0.25,0.25,0.25
594563,0.25,0.25,0.25,0.25
594606,0.25,0.25,0.25,0.25
594607,0.25,0.25,0.25,0.25
594611,0.25,0.25,0.25,0.25
594613,0.25,0.25,0.25,0.25
594634,0.25,0.25,0.25,0.25
594641,0.25,0.25,0.25,0.25
594648,0.25,0.25,0.25,0.25
594664,0.25,0.25,0.25,0.25
594679,0.25,0.25,0.25,0.25
594681,0.25,0.25,0.25,0.25
594697,0.25,0.25,0.25,0.25
594721,0.25,0.25,0.25,0.25
594743,0.25,0.25,0.25,0.25
594746,0.25,0.25,0.25,0.25
594750,0.25,0.25,0.25,0.25
594753,0.25,0.25,0.25,0.25
594758,0.25,0.25,0.25,0.25
594759,0.25,0.25,0.25,0.25
594781,0.25,0.25,0.25,0.25
594786,0.25,0.25,0.25,0.25
594795,0.25,0.25,0.25,0.25
594796,0.25,0.25,0.25,0.25
594805,0.25,0.25,0.25,0.25
594822,0.25,0.25,0.25,0.25
594823,0.25,0.25,0.25,0.25
594827,0.25,0.25,0.25,0.25
594841,0.25,0.25,0.25,0.25
594862,0.25,0.25,0.25,0.25
594864,0.25,0.25,0.25,0.25
594870,0.25,0.25,0.25,0.25
594883,0.25,0.25,0.25,0.25
594885,0.25,0.25,0.25,0.25
594897,0.25,0.25,0.25,0.25
594905,0.25,0.25,0.25,0.25
594906,0.25,0.25,0.25,0.25
594907,0.25,0.25,0.25,0.25
594919,0.25,0.25,0.25,0.25
594929,0.25,0.25,0.25,0.25
594966,0.25,0.25,0.25,0.25
594988,0.25,0.25,0.25,0.25
594989,0.25,0.25,0.25,0.25
594993,0.25,0.25,0.25,0.25
595011,0.25,0.25,0.25,0.25
595013,0.25,0.25,0.25,0.25
595025,0.25,0.25,0.25,0.25
595026,0.25,0.25,0.25,0.25
595029,0.25,0.25,0.25,0.25
595050,0.25,0.25,0.25,0.25
595070,0.25,0.25,0.25,0.25
595095,0.25,0.25,0.25,0.25
595099,0.25,0.25,0.25,0.25
595111,0.25,0.25,0.25,0.25
595149,0.25,0.25,0.25,0.25
595150,0.25,0.25,0.25,0.25
595152,0.25,0.25,0.25,0.25
595153,0.25,0.25,0.25,0.25
595159,0.25,0.25,0.25,0.25
595175,0.25,0.25,0.25,0.25
595178,0.25,0.25,0.25,0.25
595191,0.25,0.25,0.25,0.25
595205,0.25,0.25,0.25,0.25
595215,0.25,0.25,0.25,0.25
595234,0.25,0.25,0.25,0.25
595235,0.25,0.25,0.25,0.25
595237,0.25,0.25,0.25,0.25
595247,0.25,0.25,0.25,0.25
595258,0.25,0.25,0.25,0.25
595268,0.25,0.25,0.25,0.25
595272,0.25,0.25,0.25,0.25
595281,0.25,0.25,0.25,0.25
595293,0.25,0.25,0.25,0.25
595300,0.25,0.25,0.25,0.25
595304,0.25,0.25,0.25,0.25
595312,0.25,0.25,0.25,0.25
595316,0.25,0.25,0.25,0.25
595317,0.25,0.25,0.25,0.25
595332,0.25,0.25,0.25,0.25
595337,0.25,0.25,0.25,0.25
595338,0.25,0.25,0.25,0.25
595365,0.25,0.25,0.25,0.25
595376,0.25,0.25,0.25,0.25
595399,0.25,0.25,0.25,0.25
595406,0.25,0.25,0.25,0.25
595441,0.25,0.25,0.25,0.25
595448,0.25,0.25,0.25,0.25
595451,0.25,0.25,0.25,0.25
595461,0.25,0.25,0.25,0.25
595483,0.25,0.25,0.25,0.25
595501,0.25,0.25,0.25,0.25
595504,0.25,0.25,0.25,0.25
595505,0.25,0.25,0.25,0.25
595523,0.25,0.25,0.25,0.25
595526,0.25,0.25,0.25,0.25
595529,0.25,0.25,0.25,0.25
595558,0.25,0.25,0.25,0.25
595562,0.25,0.25,0.25,0.25
595603,0.25,0.25,0.25,0.25
595609,0.25,0.25,0.25,0.25
595613,0.25,0.25,0.25,0.25
595623,0.25,0.25,0.25,0.25
595631,0.25,0.25,0.25,0.25
595649,0.25,0.25,0.25,0.25
595655,0.25,0.25,0.25,0.25
595666,0.25,0.25,0.25,0.25
595669,0.25,0.25,0.25,0.25
595674,0.25,0.25,0.25,0.25
595693,0.25,0.25,0.25,0.25
595713,0.25,0.25,0.25,0.25
595715,0.25,0.25,0.25,0.25
595722,0.25,0.25,0.25,0.25
595725,0.25,0.25,0.25,0.25
595735,0.25,0.25,0.25,0.25
595748,0.25,0.25,0.25,0.25
595749,0.25,0.25,0.25,0.25
595763,0.25,0.25,0.25,0.25
595781,0.25,0.25,0.25,0.25
595787,0.25,0.25,0.25,0.25
595798,0.25,0.25,0.25,0.25
595805,0.25,0.25,0.25,0.25
595823,0.25,0.25,0.25,0.25
595827,0.25,0.25,0.25,0.25
595837,0.25,0.25,0.25,0.25
595842,0.25,0.25,0.25,0.25
595851,0.25,0.25,0.25,0.25
595852,0.25,0.25,0.25,0.25
595861,0.25,0.25,0.25,0.25
595863,0.25,0.25,0.25,0.25
595867,0.25,0.25,0.25,0.25
595885,0.25,0.25,0.25,0.25
595906,0.25,0.25,0.25,0.25
595916,0.25,0.25,0.25,0.25
595918,0.25,0.25,0.25,0.25
595947,0.25,0.25,0.25,0.25
595951,0.25,0.25,0.25,0.25
595955,0.25,0.25,0.25,0.25
595977,0.25,0.25,0.25,0.25
596002,0.25,0.25,0.25,0.25
596041,0.25,0.25,0.25,0.25
596043,0.25,0.25,0.25,0.25
596060,0.25,0.25,0.25,0.25
596081,0.25,0.25,0.25,0.25
596095,0.25,0.25,0.25,0.25
596106,0.25,0.25,0.25,0.25
596107,0.25,0.25,0.25,0.25
596115,0.25,0.25,0.25,0.25
596154,0.25,0.25,0.25,0.25
596164,0.25,0.25,0.25,0.25
596168,0.25,0.25,0.25,0.25
596174,0.25,0.25,0.25,0.25
596207,0.25,0.25,0.25,0.25
596214,0.25,0.25,0.25,0.25
596244,0.25,0.25,0.25,0.25
596253,0.25,0.25,0.25,0.25
596263,0.25,0.25,0.25,0.25
596265,0.25,0.25,0.25,0.25
596275,0.25,0.25,0.25,0.25
596286,0.25,0.25,0.25,0.25
596295,0.25,0.25,0.25,0.25
596296,0.25,0.25,0.25,0.25
596308,0.25,0.25,0.25,0.25
596333,0.25,0.25,0.25,0.25
596338,0.25,0.25,0.25,0.25
596354,0.25,0.25,0.25,0.25
596373,0.25,0.25,0.25,0.25
596381,0.25,0.25,0.25,0.25
596390,0.25,0.25,0.25,0.25
596404,0.25,0.25,0.25,0.25
596413,0.25,0.25,0.25,0.25
596426,0.25,0.25,0.25,0.25
596432,0.25,0.25,0.25,0.25
596487,0.25,0.25,0.25,0.25
596489,0.25,0.25,0.25,0.25
596523,0.25,0.25,0.25,0.25
596528,0.25,0.25,0.25,0.25
596534,0.25,0.25,0.25,0.25
596537,0.25,0.25,0.25,0.25
596540,0.25,0.25,0.25,0.25
596541,0.25,0.25,0.25,0.25
596545,0.25,0.25,0.25,0.25
596565,0.25,0.25,0.25,0.25
596570,0.25,0.25,0.25,0.25
596584,0.25,0.25,0.25,0.25
596600,0.25,0.25,0.25,0.25
596603,0.25,0.25,0.25,0.25
596611,0.25,0.25,0.25,0.25
596622,0.25,0.25,0.25,0.25
596625,0.25,0.25,0.25,0.25
596646,0.25,0.25,0.25,0.25
596684,0.25,0.25,0.25,0.25
596691,0.25,0.25,0.25,0.25
596700,0.25,0.25,0.25,0.25
596708,0.25,0.25,0.25,0.25
596714,0.25,0.25,0.25,0.25
596717,0.25,0.25,0.25,0.25
596723,0.25,0.25,0.25,0.25
596729,0.25,0.25,0.25,0.25
596731,0.25,0.25,0.25,0.25
596732,0.25,0.25,0.25,0.25
596734,0.25,0.25,0.25,0.25
596738,0.25,0.25,0.25,0.25
596739,0.25,0.25,0.25,0.25
596749,0.25,0.25,0.25,0.25
596764,0.25,0.25,0.25,0.25
596768,0.25,0.25,0.25,0.25
596770,0.25,0.25,0.25,0.25
596773,0.25,0.25,0.25,0.25
596796,0.25,0.25,0.25,0.25
596800,0.25,0.25,0.25,0.25
596813,0.25,0.25,0.25,0.25
596896,0.25,0.25,0.25,0.25
596903,0.25,0.25,0.25,0.25
596930,0.25,0.25,0.25,0.25
596946,0.25,0.25,0.25,0.25
596957,0.25,0.25,0.25,0.25
596961,0.25,0.25,0.25,0.25
596981,0.25,0.25,0.25,0.25
596991,0.25,0.25,0.25,0.25
596993,0.25,0.25,0.25,0.25
596995,0.25,0.25,0.25,0.25
597003,0.25,0.25,0.25,0.25
597005,0.25,0.25,0.25,0.25
597040,0.25,0.25,0.25,0.25
597042,0.25,0.25,0.25,0.25
597044,0.25,0.25,0.25,0.25
597067,0.25,0.25,0.25,0.25
597073,0.25,0.25,0.25,0.25
597080,0.25,0.25,0.25,0.25
597094,0.25,0.25,0.25,0.25
597107,0.25,0.25,0.25,0.25
597108,0.25,0.25,0.25,0.25
597112,0.25,0.25,0.25,0.25
597113,0.25,0.25,0.25,0.25
597122,0.25,0.25,0.25,0.25
597132,0.25,0.25,0.25,0.25
597144,0.25,0.25,0.25,0.25
597159,0.25,0.25,0.25,0.25
597172,0.25,0.25,0.25,0.25
597232,0.25,0.25,0.25,0.25
597263,0.25,0.25,0.25,0.25
597267,0.25,0.25,0.25,0.25
597275,0.25,0.25,0.25,0.25
597278,0.25,0.25,0.25,0.25
597279,0.25,0.25,0.25,0.25
597284,0.25,0.25,0.25,0.25
597285,0.25,0.25,0.25,0.25
597293,0.25,0.25,0.25,0.25
597295,0.25,0.25,0.25,0.25
597296,0.25,0.25,0.25,0.25
597306,0.25,0.25,0.25,0.25
597311,0.25,0.25,0.25,0.25
597334,0.25,0.25,0.25,0.25
597341,0.25,0.25,0.25,0.25
597359,0.25,0.25,0.25,0.25
597362,0.25,0.25,0.25,0.25
597373,0.25,0.25,0.25,0.25
597386,0.25,0.25,0.25,0.25
597390,0.25,0.25,0.25,0.25
597399,0.25,0.25,0.25,0.25
597404,0.25,0.25,0.25,0.25
597411,0.25,0.25,0.25,0.25
597414,0.25,0.25,0.25,0.25
597434,0.25,0.25,0.25,0.25
597442,0.25,0.25,0.25,0.25
597462,0.25,0.25,0.25,0.25
597485,0.25,0.25,0.25,0.25
597489,0.25,0.25,0.25,0.25
597491,0.25,0.25,0.25,0.25
597494,0.25,0.25,0.25,0.25
597500,0.25,0.25,0.25,0.25
597525,0.25,0.25,0.25,0.25
597527,0.25,0.25,0.25,0.25
597529,0.25,0.25,0.25,0.25
597538,0.25,0.25,0.25,0.25
597544,0.25,0.25,0.25,0.25
597546,0.25,0.25,0.25,0.25
597551,0.25,0.25,0.25,0.25
597566,0.25,0.25,0.25,0.25
597576,0.25,0.25,0.25,0.25
597591,0.25,0.25,0.25,0.25
597593,0.25,0.25,0.25,0.25
597630,0.25,0.25,0.25,0.25
597631,0.25,0.25,0.25,0.25
597646,0.25,0.25,0.25,0.25
597661,0.25,0.25,0.25,0.25
597673,0.25,0.25,0.25,0.25
597694,0.25,0.25,0.25,0.25
597696,0.25,0.25,0.25,0.25
597699,0.25,0.25,0.25,0.25
597709,0.25,0.25,0.25,0.25
597712,0.25,0.25,0.25,0.25
597726,0.25,0.25,0.25,0.25
597737,0.25,0.25,0.25,0.25
597740,0.25,0.25,0.25,0.25
597755,0.25,0.25,0.25,0.25
597774,0.25,0.25,0.25,0.25
597790,0.25,0.25,0.25,0.25
597805,0.25,0.25,0.25,0.25
597819,0.25,0.25,0.25,0.25
597839,0.25,0.25,0.25,0.25
597844,0.25,0.25,0.25,0.25
597848,0.25,0.25,0.25,0.25
597859,0.25,0.25,0.25,0.25
597895,0.25,0.25,0.25,0.25
597896,0.25,0.25,0.25,0.25
597901,0.25,0.25,0.25,0.25
597905,0.25,0.25,0.25,0.25
597923,0.25,0.25,0.25,0.25
597930,0.25,0.25,0.25,0.25
597939,0.25,0.25,0.25,0.25
597959,0.25,0.25,0.25,0.25
597966,0.25,0.25,0.25,0.25
597970,0.25,0.25,0.25,0.25
597972,0.25,0.25,0.25,0.25
597974,0.25,0.25,0.25,0.25
597985,0.25,0.25,0.25,0.25
598028,0.25,0.25,0.25,0.25
598031,0.25,0.25,0.25,0.25
598036,0.25,0.25,0.25,0.25
598042,0.25,0.25,0.25,0.25
598046,0.25,0.25,0.25,0.25
598059,0.25,0.25,0.25,0.25
598077,0.25,0.25,0.25,0.25
598131,0.25,0.25,0.25,0.25
598141,0.25,0.25,0.25,0.25
598157,0.25,0.25,0.25,0.25
598159,0.25,0.25,0.25,0.25
598179,0.25,0.25,0.25,0.25
598181,0.25,0.25,0.25,0.25
598189,0.25,0.25,0.25,0.25
598195,0.25,0.25,0.25,0.25
598212,0.25,0.25,0.25,0.25
598215,0.25,0.25,0.25,0.25
598219,0.25,0.25,0.25,0.25
598234,0.25,0.25,0.25,0.25
598250,0.25,0.25,0.25,0.25
598261,0.25,0.25,0.25,0.25
598265,0.25,0.25,0.25,0.25
598287,0.25,0.25,0.25,0.25
598319,0.25,0.25,0.25,0.25
598332,0.25,0.25,0.25,0.25
598337,0.25,0.25,0.25,0.25
598351,0.25,0.25,0.25,0.25
598358,0.25,0.25,0.25,0.25
598361,0.25,0.25,0.25,0.25
598362,0.25,0.25,0.25,0.25
598366,0.25,0.25,0.25,0.25
598383,0.25,0.25,0.25,0.25
598395,0.25,0.25,0.25,0.25
598402,0.25,0.25,0.25,0.25
